#,ELO,Player,Clan,Streak,Percent,Games,Last game
"2,464","1,023",SoulOfEmptiness,"'-",2,52.36%,254,5/10/2026
"2,465","1,023",babas,"'-",2,56.57%,99,5/9/2026
"2,466","1,023",ζr | Virux9,LOMA,"'-4",50.79%,567,4/30/2026
"2,467","1,023",Strike Real,M4G1C,1,50.59%,842,5/10/2026
"2,468","1,023",Teichbukkanier,"'-","'-1",51.16%,129,5/9/2026
"2,469","1,023",Krieg2791,ANGLR,"'-1",51.04%,337,5/9/2026
"2,470","1,023",独裁者习近平,"'-","'-2",49.73%,557,5/9/2026
"2,471","1,023",DementedTeddy,1stRM,2,51.52%,99,5/1/2026
"2,472","1,022",Nora,"'-",2,50.33%,304,5/6/2026
"2,473","1,022",alitejuxhin,"'-","'-1",51.88%,239,5/9/2026
"2,474","1,022",marvinsgn,"'-","'-3",50.00%,26,5/10/2026
"2,475","1,022",hyuja,"'-","'-2",52.11%,213,4/26/2026
"2,476","1,022",avareigezgin,"'-","'-1",52.88%,312,5/10/2026
"2,477","1,022",Conquest,"'-","'-3",51.88%,160,5/2/2026
"2,478","1,022",waluigi,"'-",2,49.57%,"3,042",5/8/2026
"2,479","1,022",jaobolaz,BrBul,"'-1",55.56%,18,4/18/2026
"2,480","1,021",Major.Winters,"'-","'-3",48.90%,227,5/5/2026
"2,481","1,021",Swedish Karl XII,"'-",1,50.28%,"1,818",5/7/2026
"2,482","1,021",Panagos,"'-",6,53.18%,173,5/10/2026
"2,483","1,021",Dipirono,LENAG,5,56.41%,78,4/21/2026
"2,484","1,021",Santiras,GCOL,3,52.81%,89,5/5/2026
"2,485","1,021",joaquinator,"'-","'-1",51.67%,60,4/20/2026
"2,486","1,021",DanielM,TIGGR,"'-1",50.00%,124,5/9/2026
"2,487","1,021",jn8328,匡扶汉室,2,49.48%,"2,308",5/10/2026
"2,488","1,020",Pazuzu,"'-",1,49.25%,266,5/3/2026
"2,489","1,020",Leoric Molusco,ZTR,4,52.83%,424,4/18/2026
"2,490","1,020",SebaP03,LOT,1,50.00%,986,5/5/2026
"2,491","1,019",Overdude Gaming,"'-","'-1",50.83%,"1,749",5/10/2026
"2,492","1,019",LesserVermin300,"'-","'-2",50.21%,964,4/29/2026
"2,493","1,019",Mr_CHA,"'-","'-1",47.37%,19,4/25/2026
"2,494","1,019",Yelmos Rojos,"'-",4,51.04%,433,4/24/2026
"2,495","1,019",TonettoKing,"'-","'-1",49.65%,429,4/13/2026
"2,496","1,019",drinego.zb,InfBR,"'-3",50.84%,297,5/9/2026
"2,497","1,019",xeneolMJ,"'-",6,56.52%,23,4/18/2026
"2,498","1,019",ETE SECH,"'-","'-2",50.12%,409,5/10/2026
"2,499","1,018",Mr.Peru,"'-","'-2",50.00%,24,4/26/2026
"2,500","1,018",DerDieDasEmilYT.exe,"'-","'-1",51.46%,171,5/5/2026
"2,501","1,018",Ramiel,"'-",3,53.85%,91,4/18/2026
"2,502","1,018",楚严,"'-",1,51.22%,41,4/22/2026
"2,503","1,018",PATO BULLRICH,Lalos,"'-1",51.11%,812,5/7/2026
"2,504","1,018",OJ_Simpson,"'-",1,49.77%,878,5/8/2026
"2,505","1,017",Krutor,"'-","'-1",49.38%,322,5/8/2026
"2,506","1,017",yannis15,"'-",6,52.82%,354,5/5/2026
"2,507","1,017",Snens,TGEE,1,50.76%,197,5/8/2026
"2,508","1,017",alexalbchartier,"'-","'-2",50.04%,"3,691",5/10/2026
"2,509","1,017",rafaelgrena12,BOTE1,"'-3",52.99%,251,5/9/2026
"2,510","1,016",GamingRevolts,TSREV,"'-2",48.85%,174,5/8/2026
"2,511","1,016",MrCalidoso,ANGLR,2,50.71%,211,5/10/2026
"2,512","1,016",Râuble,"'-",1,50.00%,18,4/19/2026
"2,513","1,016",ABO NMLA,"'-","'-1",62.96%,27,4/24/2026
"2,514","1,016",[LGA] Kumi,xeeku,3,51.28%,117,5/6/2026
"2,515","1,016",Mason1s7,"'-","'-4",50.18%,279,4/28/2026
"2,516","1,016",Jol Nar Binks,"'-",1,50.06%,849,5/9/2026
"2,517","1,015",Pint10,ITA,1,50.34%,443,4/29/2026
"2,518","1,015",RestiveMedusa60,"'-",4,50.44%,"1,124",5/1/2026
"2,519","1,015",Poireke,"'-",1,49.27%,341,5/10/2026
"2,520","1,015",aniaop,"'-","'-2",50.82%,61,4/16/2026
"2,521","1,015",erseldevrim,"'-",2,53.85%,13,5/10/2026
"2,522","1,015",Hanso,"'-",1,50.82%,368,4/24/2026
"2,523","1,014",GruntLife,"'-",1,50.97%,155,5/9/2026
"2,524","1,014",皮大师,CHN,1,50.00%,232,5/10/2026
"2,525","1,014",Carp,"'-",1,50.00%,18,4/28/2026
"2,526","1,014",☠™↑✪ CapAwaken✪↑™,IA1,1,51.46%,171,5/6/2026
"2,527","1,014",布拉德皮特吴,兔兔骑士团,"'-5",50.91%,55,4/18/2026
"2,528","1,014",nouressbai12,"'-","'-4",50.84%,771,4/25/2026
"2,529","1,014",angeloepbj,"'-",3,49.24%,197,4/30/2026
"2,530","1,014",DutchFiend,"'-","'-2",46.15%,13,5/3/2026
"2,531","1,014",Letnor,"'-",1,50.85%,59,5/10/2026
"2,532","1,014",Darth Brandle,BRASI,1,50.00%,36,5/7/2026
"2,533","1,014",0gob,"'-",1,51.29%,310,4/26/2026
"2,534","1,014",Possan,Z1NG,"'-2",50.80%,622,4/27/2026
"2,535","1,014",Ariejanus93,"'-","'-4",50.54%,459,5/5/2026
"2,536","1,013",Dydy137,LBLS,3,52.38%,21,4/18/2026
"2,537","1,013",eskilo1,"'-","'-2",52.08%,96,5/7/2026
"2,538","1,013",NaiveCarton76,DFP,"'-2",54.55%,11,4/13/2026
"2,539","1,013",dani911,"'-",3,50.86%,350,5/4/2026
"2,540","1,013",LSzD,Mxxc,"'-2",50.00%,566,5/8/2026
"2,541","1,013",ReZeNeR,"'-","'-1",50.00%,344,5/10/2026
"2,542","1,013",Lauren Phillips,MGaoe,"'-1",49.23%,260,5/6/2026
"2,543","1,012",Monin,FARPS,"'-5",50.25%,396,4/25/2026
"2,544","1,012",baize,"'-",3,50.00%,"1,386",4/25/2026
"2,545","1,012",StarEye,CASTL,2,51.67%,209,4/15/2026
"2,546","1,012",Have Mercy On Us † †ރ †,HvNy,"'-6",50.04%,"1,339",5/2/2026
"2,547","1,012",Swara BRNO,"'-",3,56.82%,44,5/7/2026
"2,548","1,012",Noxin,Drew,2,50.28%,"1,420",5/7/2026
"2,549","1,012",wantor,"'-","'-2",49.90%,"1,008",4/23/2026
"2,550","1,012",870530hgv,"'-",1,50.08%,"1,773",5/10/2026
"2,551","1,012",Mywalk96,Josha,1,51.68%,298,4/29/2026
"2,552","1,012",Marazas,"'-",1,47.62%,42,5/9/2026
"2,553","1,012",Vila96,"'-",1,50.07%,"1,426",5/2/2026
"2,554","1,012",GiulioEbola,LVSTN,"'-2",50.00%,592,4/18/2026
"2,555","1,012",truonghuulinh,AEVN,2,44.44%,27,5/1/2026
"2,556","1,011",Spartano,"'-",2,50.75%,268,5/9/2026
"2,557","1,011",Sir_emanual,"'-","'-2",45.71%,35,5/6/2026
"2,558","1,011",Trevor Kaiser,MgAo3,3,52.31%,65,4/23/2026
"2,559","1,011",YakutoxBoy,"'-",1,51.31%,267,4/29/2026
"2,560","1,011",nvides,"'-","'-1",51.47%,680,5/3/2026
"2,561","1,011",Seer,2Good,2,51.67%,120,4/24/2026
"2,562","1,011",SloughySkate530,"'-","'-2",51.10%,456,5/3/2026
"2,563","1,011",CarroChefeaoe,"'-",1,50.75%,"1,539",5/7/2026
"2,564","1,011",白开水,"'-","'-1",50.94%,640,5/1/2026
"2,565","1,011",DridyEXE,"'-","'-3",48.39%,62,4/15/2026
"2,566","1,011",PolarBearExpress33,"'-",1,50.00%,74,5/10/2026
"2,567","1,010",заложник снюса,CCIS,"'-2",52.94%,51,5/5/2026
"2,568","1,010",HERA OBSCURA,ESTK,2,53.13%,160,5/10/2026
"2,569","1,010",Wielka Sraka,"'-","'-3",50.33%,"2,847",5/10/2026
"2,570","1,010",Robey6399,"'-",1,57.14%,14,4/17/2026
"2,571","1,010",Laiklik,"'-",2,50.09%,"2,208",5/10/2026
"2,572","1,010",老花君,"'-","'-3",48.57%,140,4/13/2026
"2,573","1,009",Imthebest91,"'-",2,50.90%,277,5/10/2026
"2,574","1,009",rest,"'-","'-1",50.43%,920,4/27/2026
"2,575","1,009",Rei Jacky,"'-",1,53.38%,133,5/10/2026
"2,576","1,009",matpachalski,"'-","'-1",48.00%,25,5/9/2026
"2,577","1,009",cumbandit,"'-","'-1",51.43%,140,5/10/2026
"2,578","1,009",kunz,"'-","'-2",50.09%,"1,164",4/22/2026
"2,579","1,009",479156173,"'-",2,50.17%,"1,146",4/21/2026
"2,580","1,008",ceh1,"'-","'-1",52.94%,17,5/9/2026
"2,581","1,008",KindFeather5811,"'-","'-4",50.30%,"1,324",4/12/2026
"2,582","1,008",Yuky,"'-","'-3",55.00%,60,4/16/2026
"2,583","1,008",Didacus Didaci,"'-","'-3",51.85%,81,5/8/2026
"2,584","1,008",Fire Builder,"'-",2,50.62%,482,4/18/2026
"2,585","1,008",MagnuzCarcell,"'-",2,51.61%,31,4/21/2026
"2,586","1,007",bunnygirl,"'-","'-3",50.34%,147,5/1/2026
"2,587","1,007",HitHunter,"'-",2,51.50%,334,5/10/2026
"2,588","1,007",Brothel Taco,"'-","'-1",50.29%,692,5/6/2026
"2,589","1,007",Nexo,"'-",2,58.62%,29,5/4/2026
"2,590","1,007",parin8915,AoWr,"'-2",60.00%,45,5/7/2026
"2,591","1,007",juraj25,CZECH,"'-2",49.46%,556,4/30/2026
"2,592","1,006",CarusoBarcca,"'-",1,52.49%,221,5/10/2026
"2,593","1,006",Namnox 44,Tpink,"'-1",50.38%,"4,750",5/9/2026
"2,594","1,006",highvoltage1919,"'-","'-4",47.83%,23,5/9/2026
"2,595","1,006",FunnyBunny,"'-","'-1",50.75%,333,5/7/2026
"2,596","1,006",aaron.qwert.20100520,"'-","'-2",45.45%,11,4/18/2026
"2,597","1,006",BierBrauer,"'-",1,50.79%,632,5/10/2026
"2,598","1,006",SluggardPilot72,一DC一,2,49.97%,"3,186",5/10/2026
"2,599","1,005",katana fish3453,"'-","'-2",42.86%,28,5/3/2026
"2,600","1,005",LordKnäbel,"'-","'-1",50.00%,12,4/19/2026
"2,601","1,005",niklas,"'-",3,50.71%,566,4/27/2026
"2,602","1,005",Chauffard-de-France,"'-",1,50.00%,14,5/1/2026
"2,603","1,005",123,"'-",1,51.19%,168,4/19/2026
"2,604","1,005",jayam.modi,AoWr,"'-2",50.88%,171,5/8/2026
"2,605","1,005",wetcharcoal,"'-","'-2",51.49%,806,5/8/2026
"2,606","1,005",tennispro99,"'-","'-4",50.00%,"1,232",4/15/2026
"2,607","1,004",volcomnation,"'-",4,49.97%,"3,282",5/7/2026
"2,608","1,004",Saxtim,"'-",1,56.67%,60,5/7/2026
"2,609","1,004",İnsan,"'-",1,50.00%,10,5/6/2026
"2,610","1,004",MEKER,"'-",6,60.61%,33,5/7/2026
"2,611","1,004",Creepers1197,AoWr,"'-1",50.00%,80,5/9/2026
"2,612","1,004",Scriptum Est,"'-",2,52.43%,206,4/28/2026
"2,613","1,004",yair.herreraaa,"'-",6,52.69%,93,4/13/2026
"2,614","1,004",Conquista-Dora,"'-","'-3",49.84%,313,5/10/2026
"2,615","1,004",超人不会飞,358团,"'-1",53.57%,140,5/6/2026
"2,616","1,004",Sauron,"'-","'-5",50.49%,618,4/25/2026
"2,617","1,004",paulcarroll62paul,"'-",1,50.36%,"2,520",5/10/2026
"2,618","1,003",tahiralauddin7,HvNy,2,50.74%,270,4/17/2026
"2,619","1,003",jydxzzz,"'-","'-1",56.52%,23,5/9/2026
"2,620","1,003",Beanicius JR,"'-",1,50.00%,68,5/10/2026
"2,621","1,003",<color=0.8/0/0.8>❤︎General,RI1,1,51.61%,93,5/2/2026
"2,622","1,003",TortugoRTS,ABABR,6,50.09%,569,4/20/2026
"2,623","1,003",gdomax,"'-",2,50.55%,451,5/10/2026
"2,624","1,003",Calibre,BELES,"'-3",50.00%,326,5/8/2026
"2,625","1,002",Baric82,HUN,"'-3",49.64%,276,5/10/2026
"2,626","1,002",DasBlake,"'-","'-1",50.00%,124,4/17/2026
"2,627","1,002",coutinhovsk,FERAS,"'-1",51.34%,224,5/9/2026
"2,628","1,002",pajda83,"'-","'-3",50.46%,755,5/10/2026
"2,629","1,002",marc2line,"'-","'-3",47.62%,21,5/5/2026
"2,630","1,002",thiago.apc,APCEL,3,50.13%,"2,334",5/9/2026
"2,631","1,002",hohihohi,"'-","'-2",50.24%,"1,881",5/10/2026
"2,632","1,001",伏戮斯,"'-",1,49.97%,"5,737",4/26/2026
"2,633","1,001",Gabriel - SP,ABABR,"'-2",50.71%,211,5/10/2026
"2,634","1,001",kenweiwei,"'-","'-3",50.47%,531,5/7/2026
"2,635","1,001",hellOwiz,"'-","'-2",50.00%,"2,072",5/9/2026
"2,636","1,001",Oda Kasumi,"'-",2,48.61%,144,5/9/2026
"2,637","1,000",xanax,"'-","'-2",48.98%,98,4/14/2026
"2,638","1,000",zizoudegrek,ELLAD,2,50.13%,375,5/10/2026
"2,639","1,000",eduardomoll0202,"'-","'-2",50.15%,337,5/7/2026
"2,640","1,000",s940059123,"'-","'-2",50.00%,10,5/8/2026
"2,641","1,000",ArnabitaZaratos,"'-","'-3",51.56%,192,5/10/2026
"2,642","1,000",kIKESUPERMIX,Vikal,"'-2",49.69%,811,5/1/2026
"2,643","1,000",Safa Boyzin,UNIBR,"'-3",51.59%,283,4/27/2026
"2,644","1,000",StefanL,BOMSI,"'-3",52.17%,23,4/23/2026
"2,645","1,000",Anthoma,"'-",2,49.65%,141,5/9/2026
"2,646","1,000",BobChips4635,"'-","'-1",51.25%,279,5/4/2026
"2,647","1,000",Blaze,"'-",1,53.33%,30,4/30/2026
"2,648","1,000",Xouro,"'-",1,46.67%,15,5/9/2026
"2,649","1,000","₳ ₲ ₳ ₱ ""☭","'-","'-2",50.72%,207,5/10/2026
"2,650",999,ReDSTaR,KDBB,1,50.30%,499,4/15/2026
"2,651",999,Sprog,"'-",1,49.34%,"1,212",5/8/2026
"2,652",999,c_reed,"'-","'-1",50.58%,599,5/10/2026
"2,653",999,Veni_Vidi_Vici,GRAL,5,53.33%,15,4/19/2026
"2,654",999,Ze Gotinha,TopBR,"'-1",50.89%,112,4/30/2026
"2,655",999,Vikyrockz16,"'-",2,50.00%,12,4/25/2026
"2,656",999,LEGOLVS. el terror de HBK,MgAo3,3,53.40%,103,5/3/2026
"2,657",999,defiant6852,"'-",3,50.41%,242,4/28/2026
"2,658",999,Dx,"'-",2,49.93%,"1,426",5/10/2026
"2,659",999,job.s.aerts,DSSa,"'-3",52.85%,123,5/9/2026
"2,660",999,Dingus,"'-",2,49.92%,"1,252",5/8/2026
"2,661",999,ALAN124181,LTPD,1,51.56%,225,5/7/2026
"2,662",999,syl_1219,PDFam,1,50.00%,12,4/23/2026
"2,663",999,Mclovin,"'-","'-2",47.37%,95,4/19/2026
"2,664",998,josesalinas2022,"'-","'-1",53.57%,28,5/10/2026
"2,665",998,DeDo SiNisTrO -L,ENB,2,50.00%,12,4/22/2026
"2,666",998,specialfungus,"'-","'-3",50.24%,420,5/6/2026
"2,667",998,Joey Wheeler,"'-","'-1",50.00%,10,4/19/2026
"2,668",998,Aragorn,"'-","'-1",50.00%,20,4/25/2026
"2,669",998,Thranduil,"'-","'-2",49.75%,199,5/10/2026
"2,670",997,mo11isdabest,"'-",1,48.89%,90,5/6/2026
"2,671",997,VecchioSG,GAEAE,4,50.00%,16,5/2/2026
"2,672",997,Clerk,"'-","'-1",50.00%,18,4/28/2026
"2,673",997,THEBIGKET,"'-","'-2",50.81%,559,5/9/2026
"2,674",997,blacky274,"'-",1,50.13%,"2,731",5/10/2026
"2,675",996,Rick Prime,"'-","'-2",54.55%,33,5/8/2026
"2,676",996,heftylucas,"'-",2,50.45%,111,5/4/2026
"2,677",996,1363454470,"'-","'-4",51.02%,98,4/29/2026
"2,678",996,Profe Nachi,"'-",1,52.55%,137,5/6/2026
"2,679",996,3rk,"'-","'-1",50.03%,"3,016",5/8/2026
"2,680",996,LordProtector,"'-","'-3",50.13%,746,5/10/2026
"2,681",996,pushka1133,"'-",2,51.37%,255,5/6/2026
"2,682",996,Supay,TremC,"'-1",52.56%,78,4/30/2026
"2,683",996,Gabox689,TremC,1,50.00%,10,4/21/2026
"2,684",995,x-ray,"'-",1,50.30%,169,5/3/2026
"2,685",995,geissu,"'-",2,50.00%,64,5/10/2026
"2,686",995,THE BEE,"'-","'-1",52.31%,216,5/10/2026
"2,687",995,CannibalCannabiS,"'-","'-2",55.13%,78,5/3/2026
"2,688",995,gusloc17,"'-",2,53.66%,82,4/12/2026
"2,689",995,Wyniz,"'-","'-3",49.54%,"1,092",5/10/2026
"2,690",995,Iron Kaiser Gaming,IKG,"'-1",50.56%,623,5/9/2026
"2,691",995,TTVmoraMedRx,"'-",2,56.67%,60,5/8/2026
"2,692",995,Blitzer101,"'-","'-4",50.03%,"2,924",4/17/2026
"2,693",994,本-拉登,"'-",2,53.33%,60,5/9/2026
"2,694",994,满仓,"'-","'-1",55.15%,136,5/4/2026
"2,695",994,King Dan,JAD,1,50.51%,495,4/26/2026
"2,696",994,UltraNuggets,"'-","'-1",47.37%,19,4/15/2026
"2,697",994,COLAMABURRA,"'-","'-3",53.01%,183,4/28/2026
"2,698",993,Machingan,"'-","'-1",53.85%,13,4/28/2026
"2,699",993,Le' Poes ✪GRAVYTRAINZ,"'-",1,50.00%,12,4/27/2026
"2,700",993,Gameriver88,"'-",2,55.56%,36,4/23/2026
"2,701",993,valdivieso-99,SJG,"'-3",52.27%,264,5/10/2026
"2,702",993,Perttuf,"'-",2,50.10%,519,5/8/2026
"2,703",993,qi gong,"'-","'-1",56.41%,39,5/9/2026
"2,704",993,GOOOONZI3310,"'-","'-2",50.03%,"1,639",5/9/2026
"2,705",993,KING DAN,"'-","'-2",49.98%,"2,263",4/14/2026
"2,706",993,atına fısıldıyanlar,"'-",2,57.14%,42,5/1/2026
"2,707",992,whnelson2000,"'-",1,50.31%,163,5/8/2026
"2,708",992,pacotillo5625,"'-","'-4",46.67%,15,5/7/2026
"2,709",992,ctn,"'-",2,49.20%,187,5/4/2026
"2,710",992,c.colisson,Garde,"'-3",50.00%,648,5/10/2026
"2,711",992,Joniboi20,"'-","'-5",49.19%,124,5/10/2026
"2,712",991,"^cl_Kaa,,>_<,,","'-","'-3",48.97%,145,5/5/2026
"2,713",991,vaican,"'-","'-1",49.59%,369,5/6/2026
"2,714",991,nilsky9809,燕麥王座,"'-3",50.90%,723,4/20/2026
"2,715",991,KOKIRI,"'-","'-2",44.44%,27,5/9/2026
"2,716",990,i h8 erythg bout jews,"'-",4,53.92%,102,4/24/2026
"2,717",990,minilaco,"'-","'-1",51.27%,355,5/10/2026
"2,718",990,jarwanczwarty,"'-","'-2",46.43%,28,4/28/2026
"2,719",990,継続は力なり,"'-",2,50.98%,410,5/10/2026
"2,720",990,ryu,"'-","'-1",49.31%,363,4/28/2026
"2,721",990,2511621969,"'-","'-5",51.00%,200,5/2/2026
"2,722",989,SkyDream2777,"'-",1,50.82%,122,4/18/2026
"2,723",989,ok852596,"'-","'-5",50.06%,893,5/9/2026
"2,724",989,deandoona1,"'-",2,46.15%,26,4/20/2026
"2,725",989,John,"'-",6,57.53%,73,4/21/2026
"2,726",989,Chaclol,"'-","'-2",55.56%,63,5/3/2026
"2,727",989,Erii94541,"'-","'-2",50.00%,10,5/9/2026
"2,728",989,Khamul,"'-","'-6",49.88%,423,5/3/2026
"2,729",989,Billy,"'-","'-1",47.75%,111,4/25/2026
"2,730",989,Plaximaxi,"'-","'-6",49.79%,723,5/10/2026
"2,731",989,DoubleWeeMaN,NLD,"'-3",49.67%,300,4/26/2026
"2,732",988,TheHalldEagle,"'-",2,49.98%,"2,207",5/10/2026
"2,733",988,sustery,RealG,1,50.00%,50,4/24/2026
"2,734",988,da_micha,Noyan,"'-4",50.09%,553,4/23/2026
"2,735",988,Stich_AUT,"'-",2,46.15%,13,5/4/2026
"2,736",988,Uncleowen,"'-","'-3",50.32%,"2,782",5/5/2026
"2,737",987,Kowalski,"'-","'-1",54.07%,135,5/10/2026
"2,738",987,Kynaitte,VIKHM,"'-2",51.05%,143,4/26/2026
"2,739",987,Dylonian,"'-",2,50.27%,"1,313",5/6/2026
"2,740",987,USDBear,"'-","'-1",45.45%,22,5/6/2026
"2,741",987,Stewmaker,"'-",1,42.86%,14,5/8/2026
"2,742",987,rodrigoardz2,"'-","'-4",46.15%,26,5/4/2026
"2,743",987,Baba Yaga,Bash,"'-1",47.62%,21,5/6/2026
"2,744",986,The Hajduk,ULTAM,"'-2",51.25%,240,5/9/2026
"2,745",986,Levarious,G0ON,"'-1",50.66%,983,5/7/2026
"2,746",986,Janichich,TGEE,"'-1",45.65%,46,4/27/2026
"2,747",986,Chris01,"'-","'-1",51.64%,122,4/25/2026
"2,748",986,Pegasus Fantasy,2Good,1,48.17%,164,4/30/2026
"2,749",986,SeventhStreet,"'-",1,49.77%,641,5/9/2026
"2,750",985,Koczkodan,EE1,1,50.13%,391,5/10/2026
"2,751",985,Das Wetter ist Gut! Ha!,"'-","'-1",52.67%,150,5/9/2026
"2,752",985,你看看你后面呢,"'-","'-3",50.48%,517,5/4/2026
"2,753",985,Patrioticsugarcookies,"'-",1,51.06%,141,5/9/2026
"2,754",985,Bananaeater641,"'-","'-2",50.37%,"2,182",5/10/2026
"2,755",984,Benus,"'-","'-2",52.94%,34,5/1/2026
"2,756",984,andresfelipeperezborja,BrAoe,"'-1",51.14%,219,4/30/2026
"2,757",984,Gooseman,WiLeu,"'-1",45.00%,20,4/21/2026
"2,758",984,在江与湖之间选择了塘,"'-","'-3",51.10%,319,5/8/2026
"2,759",984,ArcheroftheEyes,"'-",3,50.45%,220,4/26/2026
"2,760",984,Kobedoodle20559,R0H4N,1,52.63%,38,5/4/2026
"2,761",983,AigreDoux,"'-","'-3",51.34%,337,5/10/2026
"2,762",983,NeoZebu,"'-","'-1",50.00%,12,5/10/2026
"2,763",983,YZ9,"'-","'-9",51.85%,216,4/18/2026
"2,764",983,TiToTomaTe,CEARA,2,51.32%,76,4/23/2026
"2,765",983,Babou,"'-",1,50.00%,12,5/4/2026
"2,766",983,edu.en76,"'-",2,52.51%,299,5/9/2026
"2,767",983,rburdett1993,"'-","'-2",50.00%,92,4/21/2026
"2,768",983,kezia,"'-","'-1",49.75%,"1,009",5/8/2026
"2,769",982,Jim D_1_C_k,OMWR,"'-3",48.78%,41,4/13/2026
"2,770",982,Nuparu13,"'-",1,53.33%,45,4/19/2026
"2,771",982,naveenzcom123,"'-","'-1",54.17%,24,5/6/2026
"2,772",982,<color=1/1/1>MaMeLukE,TKツ,"'-1",50.73%,412,4/17/2026
"2,773",982,LazyTater,"'-",1,51.02%,294,4/28/2026
"2,774",981,IZQUY,"'-","'-1",42.86%,14,5/7/2026
"2,775",981,MORGOL71,"'-",1,50.25%,814,5/4/2026
"2,776",981,ngen,"'-","'-1",46.15%,13,4/16/2026
"2,777",981,LordOfCat,INDO,"'-1",48.72%,39,5/8/2026
"2,778",981,yolan._.,"'-",3,52.11%,71,4/13/2026
"2,779",981,Galvinha,GADIN,3,51.85%,27,5/5/2026
"2,780",981,lazaro.etcheverry,AARRG,"'-2",49.45%,366,5/5/2026
"2,781",980,euler3869,OSOS2,3,50.00%,16,5/2/2026
"2,782",980,BlackLotus,"'-","'-1",47.92%,48,4/20/2026
"2,783",980,Daniel,"'-","'-2",50.27%,"2,793",5/10/2026
"2,784",980,CuteCastle13775,"'-","'-1",52.08%,96,4/20/2026
"2,785",980,Player5184,"'-","'-1",45.45%,11,5/9/2026
"2,786",980,Trinity,"'-","'-3",49.57%,115,4/23/2026
"2,787",980,mmp,"'-","'-1",46.97%,66,4/23/2026
"2,788",980,Tickly Orifice,"'-","'-8",50.08%,"2,504",5/9/2026
"2,789",980,咖啡泡咖啡,"'-","'-1",48.00%,25,5/5/2026
"2,790",980,andrewgut99,"'-","'-1",56.25%,48,5/7/2026
"2,791",979,PaddyS69,Cheek,"'-1",50.58%,775,5/10/2026
"2,792",979,Damas10,"'-","'-1",46.15%,13,5/10/2026
"2,793",979,huynhtindn4496,"'-",2,49.63%,"2,033",5/10/2026
"2,794",979,Tweek,Śɦřĕƙ,"'-2",55.22%,67,5/8/2026
"2,795",979,MasSsakre,"'-",1,50.45%,"1,764",5/9/2026
"2,796",979,Caballería DJalisco Guadalajara,EML,1,50.26%,392,5/4/2026
"2,797",978,gonz_p6,"'-",1,50.27%,185,5/1/2026
"2,798",978,celko12,"'-",1,50.31%,163,5/10/2026
"2,799",978,Eidikoz,"'-","'-1",58.93%,56,5/1/2026
"2,800",978,hayden,"'-",2,49.18%,305,5/6/2026
"2,801",978,xv2000  (FR),ENKUL,1,51.23%,162,4/28/2026
"2,802",977,123go,"'-","'-1",48.48%,429,5/10/2026
"2,803",977,jimmy.budes,"'-","'-2",50.13%,798,5/7/2026
"2,804",977,DanielSturdy,"'-",3,51.05%,143,5/8/2026
"2,805",976,sunupihowa,"'-",1,50.67%,150,5/10/2026
"2,806",976,vivirbzh5060,"'-","'-2",49.72%,177,5/7/2026
"2,807",976,皇姑屯耐炸王,"'-",1,48.28%,29,5/9/2026
"2,808",976,rmrmrm,"'-",1,50.23%,866,5/9/2026
"2,809",976,LaTabernaDeFausto,"'-",4,49.95%,"4,250",4/28/2026
"2,810",976,Raphael Violin,BrBul,1,52.17%,230,4/29/2026
"2,811",976,U L I S E,"'-",5,51.02%,49,4/22/2026
"2,812",976,Alexander,SOTON,1,50.00%,52,5/10/2026
"2,813",975,nah,RSL,"'-2",53.62%,69,5/8/2026
"2,814",975,Clmnttinee,"'-",6,53.09%,81,5/10/2026
"2,815",975,dani796,"'-",1,50.03%,"3,740",5/10/2026
"2,816",975,fucking_scrublord,"'-","'-3",50.97%,257,4/29/2026
"2,817",975,Albert Wesker,今WAR,2,48.29%,350,4/13/2026
"2,818",975,The Cute Cuttlefish's ways,"'-","'-1",54.17%,72,5/8/2026
"2,819",975,Lindal_,"'-","'-1",50.95%,210,5/1/2026
"2,820",975,thepunisher1714,"'-",1,46.67%,15,5/1/2026
"2,821",975,champam,"'-","'-1",50.00%,172,5/3/2026
"2,822",975,MajorJohnAndré,"'-",2,49.56%,563,5/9/2026
"2,823",975,3412995297,"'-","'-1",52.12%,165,5/7/2026
"2,824",974,NiLLoc94,"'-",2,50.00%,10,4/22/2026
"2,825",974,Xenloch,"'-",1,49.54%,109,5/2/2026
"2,826",974,上尉诗人,Loong,"'-1",54.76%,42,4/25/2026
"2,827",974,tommikisbey,"'-",5,50.85%,352,5/10/2026
"2,828",974,caiomss95,ABABR,2,50.39%,"2,034",5/10/2026
"2,829",974,Sr.Yotomi,MDT,"'-2",51.57%,318,4/14/2026
"2,830",974,therealrayray2034,"'-",6,50.23%,440,5/10/2026
"2,831",973,GSF | Edgar,"'-",2,52.14%,117,5/2/2026
"2,832",973,paikarrett,"'-","'-1",53.49%,43,5/10/2026
"2,833",973,DumneGod25,REVV,3,50.75%,67,4/17/2026
"2,834",973,Eder_PoLLi,MgAo3,1,49.96%,"1,201",5/8/2026
"2,835",973,我当大哥好多年,"'-",1,48.15%,27,4/25/2026
"2,836",973,Pleasureslave,"'-","'-2",50.40%,125,5/8/2026
"2,837",973,残雪压枝尤有桔,人类联邦,"'-2",50.00%,10,5/6/2026
"2,838",973,Black TOM！！！！！！！,萌新协会,"'-2",48.53%,68,4/25/2026
